Designator,Mid X,Mid Y,Rotation,Layer
C1,82.4046,-55.6366,0.0,top
C2,82.4046,-48.3214,180.0,top
C3,82.4046,-52.975,0.0,top
C4,63.8372,-58.6592,0.0,top
C5,87.637,-62.5708,0.0,top
C6,87.637,-51.9028,180.0,top
C7,82.635,-58.5068,0.0,top
J1,73.1996,-72.2256,90.0,top
J2,73.1996,-72.2256,270.0,bottom
R1,82.3846,-50.6482,0.0,top
R3,63.8391,-56.3478,0.0,top
U1,73.22,-52.22,180.0,top
U2,90.337,-57.3638,0.0,top
