Designator,Mid X,Mid Y,Rotation,Layer
J1,91.4426,-60.2152,0.0,top
J10,75.72,-73.22,90.0,top
J11,70.194266,-60.2152,0.0,top
J12,58.9052,-50.0806,0.0,top
J13,75.72,-73.22,270.0,bottom
J2,58.9218,-40.073,0.0,top
J3,70.156866,-50.0806,0.0,top
J4,81.408532,-50.0806,0.0,top
J5,70.168466,-40.073,0.0,top
J6,92.6602,-50.0806,0.0,top
J7,81.415132,-40.073,0.0,top
J8,92.6618,-40.073,0.0,top
J9,58.9476,-60.2152,0.0,top
